session,driver_number,lap_number,lap_time,tire_compound,tire_age_at_start,track_temperature,air_temperature,wind_speed,humidity,pressure
Practice 2,22,12,93.824,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,12,190.44,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,12,125.19,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,10,92.794,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,9,93.461,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,9,92.852,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,11,184.131,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,11,143.283,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,11,148.479,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,7,1184.065,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,9,145.04,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,11,94.287,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,10,162.595,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,12,151.068,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,13,167.592,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,13,174.435,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,11,172.143,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,10,819.405,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,11,163.557,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,10,160.384,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,13,94.327,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,10,171.06,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,12,152.538,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,10,168.003,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,11,166.362,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,13,137.706,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,8,93.162,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,12,92.478,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,12,93.105,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,10,92.711,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,12,133.675,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,13,94.322,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,14,123.741,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,11,149.259,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,14,130.738,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,12,122.299,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,11,92.961,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,14,176.59,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,9,152.768,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,12,140.194,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,11,145.255,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,13,125.672,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,13,122.7,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,11,124.133,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,11,153.798,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,14,94.206,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,14,147.126,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,13,155.204,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,11,134.801,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,12,93.526,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,13,108.922,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,12,164.273,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,15,105.087,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,13,158.362,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,12,94.235,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,15,122.777,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,13,92.355,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,15,93.477,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,12,94.335,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,10,143.153,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,13,123.956,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,12,107.262,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,14,93.575,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,13,121.095,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,14,113.614,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,16,119.22,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,13,127.489,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,14,111.282,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,13,188.815,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,15,124.863,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,11,93.139,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,12,109.101,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,15,463.476,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,14,92.812,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,14,392.936,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,15,110.661,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,14,523.488,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,15,479.414,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,12,489.188,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,16,121.328,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,12,537.115,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,15,98.78,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,16,516.013,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,14,450.002,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,14,597.2,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,14,427.868,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,17,98.482,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,16,99.109,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,17,432.098,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,16,98.559,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,13,98.535,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,13,98.031,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,15,460.311,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,15,136.108,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,13,534.525,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,17,98.122,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,14,468.652,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,15,101.039,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,15,472.132,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,15,99.451,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,18,99.445,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,17,98.587,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,15,135.344,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,17,98.574,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,14,98.422,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,14,97.879,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,18,98.478,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,13,403.734,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,16,97.869,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,16,515.941,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,16,98.214,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,18,98.239,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,14,102.042,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,16,99.829,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,16,98.437,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,16,99.535,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,19,99.872,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,15,121.225,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,18,98.157,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,18,98.233,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,16,98.615,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,15,98.191,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,15,98.341,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,19,98.412,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,17,98.634,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,16,764.774,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,14,99.56,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,17,111.848,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,19,103.224,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,15,98.221,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,17,99.91,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,17,98.202,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,17,99.418,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,17,126.231,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,20,100.94,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,16,98.853,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,19,98.848,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,19,98.099,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,17,98.638,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,16,98.292,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,16,97.894,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,20,98.657,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,18,97.902,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,15,99.59,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,20,98.091,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,18,97.761,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,16,496.467,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,17,98.872,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,16,102.879,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,18,99.888,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,18,98.662,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,18,99.199,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,18,99.377,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,21,100.011,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,17,99.052,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,20,98.363,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,20,100.546,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,18,99.049,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,17,98.224,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,17,98.675,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,21,99.231,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,19,98.429,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,16,100.118,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,21,98.883,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,19,98.386,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,18,98.789,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,17,98.33,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,17,98.078,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,19,99.834,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,19,102.336,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,19,99.066,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,19,99.412,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,22,101.058,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,18,100.218,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,21,99.184,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,21,98.385,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,19,98.806,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,18,98.113,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,18,106.374,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,22,98.93,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,20,98.115,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,17,99.538,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,22,98.472,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,20,98.6,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,19,99.096,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,18,98.567,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,18,98.428,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,20,100.346,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,20,98.464,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,20,99.226,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,20,99.289,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,23,100.36,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,19,100.339,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,22,100.601,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,22,98.825,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,20,99.099,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,19,98.973,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,23,98.743,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,21,98.17,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,18,100.382,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,23,98.978,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,19,121.176,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,21,98.576,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,20,99.135,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,19,98.579,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,19,98.282,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,21,100.392,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,21,103.964,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,21,99.8,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,21,100.757,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,24,100.528,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,20,106.272,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,23,99.666,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,23,102.418,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,21,100.046,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,20,103.692,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,24,98.765,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,22,98.246,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,19,100.102,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,24,99.368,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,20,98.248,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,22,98.6,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,21,99.223,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,20,98.649,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,20,98.049,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,22,100.241,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,22,98.817,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,22,99.718,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,22,100.433,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,25,100.22,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,24,99.563,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,21,99.567,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,24,98.51,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,22,100.432,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,21,98.339,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,25,99.045,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,23,98.56,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,20,99.744,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,25,99.155,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,21,101.236,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,23,99.138,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,22,99.591,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,21,99.165,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,21,98.259,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,23,100.32,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,23,105.59,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,23,99.852,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,23,100.52,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,26,100.308,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,25,99.687,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,22,113.276,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,25,129.439,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,23,129.809,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,44,22,136.731,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,22,26,124.114,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,14,24,135.076,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,27,21,115.097,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,16,26,136.751,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,4,22,126.376,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,63,24,149.283,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,10,23,146.067,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,1,22,145.051,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,11,22,156.624,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,20,24,116.378,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,31,24,131.086,HARD,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,18,24,136.743,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,24,24,145.208,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,2,27,144.04,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,40,26,147.107,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,81,23,133.686,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,55,26,133.958,MEDIUM,0,37.2,29.8,1.3,72.0,1010.0
Practice 2,77,24,185.382,HARD,0,37.2,29.8,1.3,72.0,1010.0
